Idade;Faixa;Genero;Etnia;PCD;Estado;UF
24;22-24;Masculino;Parda;Não;Ceará (CE);CE
33;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Branca;Não;Paraná (PR);PR
46;45-49;Feminino;Prefiro não informar;Prefiro não informar;Ceará (CE);CE
27;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Amarela;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;Pernambuco (PE);PE
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
50;50-54;Masculino;Branca;Não;São Paulo (SP);SP
20;17-21;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Branca;Não;Distrito Federal (DF);DF
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
34;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
39;35-39;Masculino;Parda;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
29;25-29;Masculino;Parda;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
39;35-39;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Masculino;Parda;Não;Amazonas (AM);AM
27;25-29;Feminino;Preta;Não;Bahia (BA);BA
26;25-29;Masculino;Parda;Não;São Paulo (SP);SP
31;30-34;Masculino;Parda;Não;Sergipe (SE);SE
48;45-49;Feminino;Amarela;Não;São Paulo (SP);SP
38;35-39;Feminino;Outra;Não;Rio Grande do Sul (RS);RS
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Espírito Santo (ES);ES
28;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
47;45-49;Masculino;Branca;Não;Santa Catarina (SC);SC
31;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
24;22-24;Feminino;Parda;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Parda;Não;Piauí (PI);PI
37;35-39;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC
24;22-24;Feminino;Parda;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;Santa Catarina (SC);SC
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Bahia (BA);BA
27;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
24;22-24;Masculino;Preta;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;Distrito Federal (DF);DF
26;25-29;Feminino;Preta;Não;Rio de Janeiro (RJ);RJ
31;30-34;Feminino;Branca;Não;Santa Catarina (SC);SC
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Pará (PA);PA
24;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
32;30-34;Masculino;Parda;Não;Distrito Federal (DF);DF
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Paraná (PR);PR
26;25-29;;Preta;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;Paraná (PR);PR
26;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Paraná (PR);PR
34;30-34;Feminino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Feminino;Branca;Não;São Paulo (SP);SP
40;40-44;Masculino;Branca;Não;Santa Catarina (SC);SC
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Paraná (PR);PR
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
40;40-44;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
;55+;Masculino;Branca;Não;Bahia (BA);BA
42;40-44;Masculino;Parda;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
22;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
21;17-21;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Masculino;Preta;Não;Sergipe (SE);SE
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Preta;Não;;
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
47;45-49;Masculino;Parda;Não;São Paulo (SP);SP
42;40-44;Masculino;Parda;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Pará (PA);PA
27;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
28;25-29;Feminino;Parda;Não;Distrito Federal (DF);DF
35;35-39;Masculino;Branca;Não;Mato Grosso do Sul (MS);MS
25;25-29;Masculino;Parda;Não;Ceará (CE);CE
28;25-29;Feminino;Preta;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
46;45-49;Feminino;Branca;Não;Distrito Federal (DF);DF
35;35-39;Masculino;Parda;Não;Maranhão (MA);MA
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
;55+;Prefiro não informar;Indígena;Prefiro não informar;;
29;25-29;Masculino;Parda;Não;Distrito Federal (DF);DF
34;30-34;Masculino;Parda;Não;Paraná (PR);PR
33;30-34;Masculino;Parda;Não;Bahia (BA);BA
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Branca;Não;Pernambuco (PE);PE
25;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
26;25-29;Masculino;Preta;Sim;Minas Gerais (MG);MG
28;25-29;Masculino;Preta;Não;Alagoas (AL);AL
51;50-54;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
33;30-34;Feminino;Parda;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
48;45-49;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Prefiro não informar;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
45;45-49;Feminino;Branca;Não;Bahia (BA);BA
29;25-29;Feminino;Parda;Não;Bahia (BA);BA
38;35-39;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Paraná (PR);PR
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Masculino;Amarela;Não;São Paulo (SP);SP
26;25-29;Masculino;Parda;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Branca;Não;Paraná (PR);PR
48;45-49;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Feminino;Branca;Não;Ceará (CE);CE
31;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
27;25-29;Masculino;Parda;Não;Distrito Federal (DF);DF
28;25-29;Feminino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
52;50-54;Masculino;Branca;Não;Bahia (BA);BA
38;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
30;30-34;Masculino;Parda;Não;Paraíba (PB);PB
41;40-44;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
32;30-34;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Pernambuco (PE);PE
34;30-34;Masculino;Branca;Não;Paraná (PR);PR
32;30-34;Feminino;Branca;Não;Paraná (PR);PR
42;40-44;Masculino;Branca;Não;Distrito Federal (DF);DF
24;22-24;Masculino;Parda;Não;Bahia (BA);BA
39;35-39;Feminino;Branca;Não;Paraná (PR);PR
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Paraná (PR);PR
34;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
36;35-39;Masculino;Parda;Não;Bahia (BA);BA
40;40-44;Feminino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Sim;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
30;30-34;Masculino;Parda;Não;Paraíba (PB);PB
42;40-44;Masculino;Branca;Não;Minas Gerais (MG);MG
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;Pernambuco (PE);PE
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;São Paulo (SP);SP
20;17-21;Masculino;Parda;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Pernambuco (PE);PE
29;25-29;Feminino;Parda;Não;São Paulo (SP);SP
33;30-34;Masculino;Parda;Não;Pernambuco (PE);PE
33;30-34;Masculino;Parda;Não;Distrito Federal (DF);DF
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP
42;40-44;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
39;35-39;Masculino;Branca;Não;Espírito Santo (ES);ES
37;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
44;40-44;Feminino;Parda;Não;São Paulo (SP);SP
26;25-29;Masculino;Parda;Não;;
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
43;40-44;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
36;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
36;35-39;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Masculino;Amarela;Não;São Paulo (SP);SP
33;30-34;Masculino;Preta;Não;São Paulo (SP);SP
44;40-44;Masculino;Parda;Não;São Paulo (SP);SP
30;30-34;Masculino;Branca;Não;;
26;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
18;17-21;Masculino;Branca;Não;Bahia (BA);BA
32;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Paraná (PR);PR
44;40-44;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
42;40-44;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Feminino;Parda;Não;Ceará (CE);CE
31;30-34;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Parda;Não;Santa Catarina (SC);SC
24;22-24;Masculino;Branca;Não;Paraná (PR);PR
37;35-39;Masculino;Branca;Não;;
47;45-49;Feminino;Branca;Não;Paraná (PR);PR
19;17-21;Masculino;Preta;Não;Minas Gerais (MG);MG
22;22-24;Masculino;Branca;Não;Pernambuco (PE);PE
31;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
31;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG
22;22-24;Masculino;Amarela;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;Paraná (PR);PR
47;45-49;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
43;40-44;Masculino;Branca;Não;Pernambuco (PE);PE
25;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
30;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
31;30-34;Masculino;Branca;Não;Goiás (GO);GO
28;25-29;Masculino;Parda;Não;Paraíba (PB);PB
27;25-29;Masculino;Preta;Não;Goiás (GO);GO
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Paraíba (PB);PB
31;30-34;Masculino;Branca;Não;Espírito Santo (ES);ES
40;40-44;Masculino;Parda;Não;Bahia (BA);BA
25;25-29;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
45;45-49;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP
21;17-21;Feminino;Preta;Não;Pernambuco (PE);PE
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
46;45-49;Masculino;Branca;Não;Paraná (PR);PR
32;30-34;Feminino;Preta;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Preta;Não;São Paulo (SP);SP
50;50-54;Masculino;Branca;Não;São Paulo (SP);SP
18;17-21;Masculino;Preta;Sim;São Paulo (SP);SP
38;35-39;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
28;25-29;Feminino;Branca;Não;São Paulo (SP);SP
46;45-49;Masculino;Parda;Não;Bahia (BA);BA
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
31;30-34;Masculino;Amarela;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;Bahia (BA);BA
34;30-34;Masculino;Parda;Não;Espírito Santo (ES);ES
38;35-39;Masculino;Parda;Não;;
50;50-54;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
38;35-39;Feminino;Branca;Não;Rio Grande do Sul (RS);RS
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
50;50-54;Masculino;Preta;Não;Rio de Janeiro (RJ);RJ
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Preta;Não;Minas Gerais (MG);MG
37;35-39;Masculino;Preta;Não;Bahia (BA);BA
29;25-29;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Preta;Não;Bahia (BA);BA
28;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
35;35-39;Masculino;Amarela;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Parda;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
36;35-39;Feminino;Preta;Não;São Paulo (SP);SP
30;30-34;Masculino;Parda;Não;Mato Grosso do Sul (MS);MS
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Parda;Não;Maranhão (MA);MA
39;35-39;Feminino;Branca;Não;São Paulo (SP);SP
40;40-44;Masculino;Parda;Não;São Paulo (SP);SP
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
39;35-39;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Feminino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Branca;Não;Bahia (BA);BA
42;40-44;Masculino;Branca;Não;Mato Grosso do Sul (MS);MS
27;25-29;Masculino;Parda;Não;São Paulo (SP);SP
25;25-29;Masculino;Parda;Não;Minas Gerais (MG);MG
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Preta;Não;Goiás (GO);GO
25;25-29;Masculino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
34;30-34;Feminino;Preta;Não;Bahia (BA);BA
26;25-29;Masculino;Branca;Não;São Paulo (SP);SP
41;40-44;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
22;22-24;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
36;35-39;Feminino;Branca;Não;Piauí (PI);PI
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;Distrito Federal (DF);DF
27;25-29;Masculino;Branca;Não;Ceará (CE);CE
37;35-39;Masculino;Branca;Não;São Paulo (SP);SP
29;25-29;Feminino;Branca;Não;Rio de Janeiro (RJ);RJ
24;22-24;Masculino;Amarela;Não;São Paulo (SP);SP
40;40-44;Feminino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Prefiro não informar;São Paulo (SP);SP
24;22-24;Feminino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
34;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Feminino;Prefiro não informar;Não;São Paulo (SP);SP
22;22-24;Masculino;Amarela;Não;São Paulo (SP);SP
41;40-44;Masculino;Branca;Não;Bahia (BA);BA
38;35-39;Feminino;Branca;Não;Santa Catarina (SC);SC
19;17-21;Masculino;Branca;Não;Santa Catarina (SC);SC
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
43;40-44;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
28;25-29;Masculino;Parda;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
23;22-24;Masculino;Branca;Não;Espírito Santo (ES);ES
25;25-29;Masculino;Parda;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
25;25-29;Feminino;Branca;Não;Paraná (PR);PR
26;25-29;Masculino;Preta;Não;Paraná (PR);PR
29;25-29;Masculino;Branca;Não;Santa Catarina (SC);SC
41;40-44;Feminino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
31;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Preta;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Masculino;Preta;Não;São Paulo (SP);SP
21;17-21;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;Masculino;Branca;Não;Distrito Federal (DF);DF
33;30-34;Feminino;Parda;Não;Minas Gerais (MG);MG
48;45-49;Feminino;Amarela;Não;São Paulo (SP);SP
25;25-29;Feminino;Branca;Não;Amazonas (AM);AM
35;35-39;Feminino;Branca;Não;Pernambuco (PE);PE
53;50-54;Masculino;Branca;Não;Minas Gerais (MG);MG
26;25-29;Feminino;Branca;Não;;
26;25-29;Feminino;Parda;Não;Paraná (PR);PR
33;30-34;Masculino;Parda;Não;Minas Gerais (MG);MG
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
31;30-34;Masculino;Parda;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
45;45-49;Masculino;Parda;Não;Goiás (GO);GO
34;30-34;Masculino;Preta;Não;São Paulo (SP);SP
39;35-39;Masculino;Parda;Sim;Pernambuco (PE);PE
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Feminino;Parda;Não;São Paulo (SP);SP
49;45-49;Masculino;Branca;Não;São Paulo (SP);SP
25;25-29;;Parda;Não;Goiás (GO);GO
36;35-39;Masculino;Branca;Não;Paraná (PR);PR
31;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
31;30-34;Masculino;Branca;Não;Santa Catarina (SC);SC
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
35;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Parda;Não;Distrito Federal (DF);DF
28;25-29;Masculino;Preta;Não;São Paulo (SP);SP
;55+;Masculino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Branca;Não;Paraná (PR);PR
38;35-39;Feminino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
47;45-49;Feminino;Preta;Não;São Paulo (SP);SP
36;35-39;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;Minas Gerais (MG);MG
28;25-29;Masculino;Prefiro não informar;Não;Pernambuco (PE);PE
29;25-29;Masculino;Outra;Não;Rio de Janeiro (RJ);RJ
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
35;35-39;Masculino;Branca;Não;São Paulo (SP);SP
38;35-39;Masculino;Parda;Não;São Paulo (SP);SP
33;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Branca;Não;São Paulo (SP);SP
32;30-34;Masculino;Parda;Não;;
24;22-24;Feminino;Parda;Não;Ceará (CE);CE
28;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;Paraná (PR);PR
27;25-29;Masculino;Parda;Não;Piauí (PI);PI
35;35-39;Masculino;Parda;Não;São Paulo (SP);SP
31;30-34;Masculino;Branca;Não;São Paulo (SP);SP
37;35-39;Feminino;Branca;Não;Santa Catarina (SC);SC
25;25-29;Masculino;Branca;Não;Paraná (PR);PR
35;35-39;Masculino;Branca;Não;Santa Catarina (SC);SC
24;22-24;Masculino;Branca;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
;55+;Feminino;Branca;Não;Santa Catarina (SC);SC
28;25-29;Feminino;Branca;Não;;
40;40-44;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
23;22-24;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;São Paulo (SP);SP
24;22-24;Masculino;Amarela;Não;São Paulo (SP);SP
23;22-24;Masculino;Branca;Não;Paraná (PR);PR
31;30-34;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
35;35-39;Feminino;Branca;Não;Paraíba (PB);PB
30;30-34;Feminino;Branca;Não;;
43;40-44;Masculino;Branca;Não;São Paulo (SP);SP
26;25-29;Masculino;Indígena;Não;São Paulo (SP);SP
33;30-34;Feminino;Branca;Não;São Paulo (SP);SP
22;22-24;Masculino;Parda;Não;São Paulo (SP);SP
39;35-39;Feminino;Preta;Não;Bahia (BA);BA
23;22-24;Masculino;Parda;Não;Sergipe (SE);SE
23;22-24;Masculino;Parda;Não;São Paulo (SP);SP
24;22-24;Masculino;Parda;Não;Alagoas (AL);AL
25;25-29;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;São Paulo (SP);SP
27;25-29;Feminino;Parda;Não;Minas Gerais (MG);MG
40;40-44;Feminino;Branca;Não;Distrito Federal (DF);DF
23;22-24;Masculino;Branca;Não;Paraná (PR);PR
24;22-24;Feminino;Parda;Não;Rio de Janeiro (RJ);RJ
25;25-29;Feminino;Parda;Não;São Paulo (SP);SP
27;25-29;Masculino;Branca;Não;Paraná (PR);PR
29;25-29;Masculino;Branca;Não;São Paulo (SP);SP
42;40-44;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
30;30-34;Masculino;Branca;Não;;
26;25-29;Masculino;Parda;Não;Espírito Santo (ES);ES
38;35-39;Masculino;Branca;Não;São Paulo (SP);SP
31;30-34;Feminino;Branca;Não;Minas Gerais (MG);MG
29;25-29;Masculino;Branca;Não;Rio Grande do Sul (RS);RS
29;25-29;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;Rio de Janeiro (RJ);RJ
37;35-39;Feminino;Branca;Não;Paraná (PR);PR
28;25-29;Masculino;Branca;Não;São Paulo (SP);SP
39;35-39;Masculino;Branca;Não;Espírito Santo (ES);ES
30;30-34;Masculino;Preta;Não;Minas Gerais (MG);MG
25;25-29;Masculino;Branca;Não;Paraná (PR);PR
30;30-34;Masculino;Branca;Não;Minas Gerais (MG);MG
27;25-29;Masculino;Branca;Não;Rio Grande do Norte (RN);RN
32;30-34;Feminino;Branca;Não;São Paulo (SP);SP
33;30-34;Masculino;Parda;Não;Alagoas (AL);AL
28;25-29;Masculino;Parda;Não;Rio de Janeiro (RJ);RJ
25;25-29;Masculino;Branca;Não;Paraná (PR);PR
39;35-39;Masculino;Branca;Não;Minas Gerais (MG);MG
30;30-34;Masculino;Branca;Não;Paraná (PR);PR
35;35-39;Masculino;Preta;Não;Paraná (PR);PR
23;22-24;Masculino;Branca;Não;Pernambuco (PE);PE
